Assay Type	IEDB Assay ID	Method/Technique	Measurement Of	Units	Tree View Name	Ontology ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Axiom Count	Logical Note	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	has specified input some material entity plays role 'positive reference substance role'	Term Editor	Definition Source	Curator Comment	Curation Status	Comment	Synonyms				
TCell	372	ELISA	TNFa release		ELISA	OBI:1110155	TNFa release|ELISA	ELISA measuring epitope specific tumor necrosis factor production by T cells	A T cell epitope specific tumor necrosis factor production assay that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific tumor necrosis factor production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	150	ELISA	IL-10 release		ELISA	OBI:1110156	IL-10 release|ELISA	ELISA measuring epitope specific interleukin-10 production by T cells	An assay of epitope specific interleukin-10 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-10 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	157	ELISA	GM-CSF release		ELISA	OBI:1110157	GM-CSF release|ELISA	ELISA measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	An assay of epitope specific granulocyte macrophage colony stimulating factor production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	172	ELISA	IL-6 release		ELISA	OBI:1110158	IL-6 release|ELISA	ELISA measuring epitope specific interleukin-6 production by T cells	An assay of epitope specific interleukin-6 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-6 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	305	ELISA	IL-13 release		ELISA	OBI:1110159	IL-13 release|ELISA	ELISA measuring epitope specific interleukin-13 production by T cells	An assay of epitope specific interleukin-13 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-13 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	312	ELISA	IL-12 release		ELISA	OBI:1110160	IL-12 release|ELISA	ELISA measuring epitope specific interleukin-12 production by T cells	An assay of epitope specific interleukin-12 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-12 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	333	ELISA	IL-1b release		ELISA	OBI:1110161	IL-1b release|ELISA	ELISA measuring epitope specific interleukin-1 beta production by T cells	An assay of epitope specific interleukin-1 beta production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-1 beta production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	334	ELISA	IL-17 release		ELISA	OBI:1110162	IL-17 release|ELISA	ELISA measuring epitope specific interleukin-17 production by T cells	An assay of epitope specific interleukin-17 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-17 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	335	ELISA	IL-18 release		ELISA	OBI:1110163	IL-18 release|ELISA	ELISA measuring epitope specific interleukin-18 production by T cells	An assay of epitope specific interleukin-18 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific interleukin-18 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	50	ELISPOT	IL-4 release		ELISPOT	OBI:1110167	IL-4 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
TCell	555	ELISPOT	TNFa release		ELISPOT	OBI:1110168	TNFa release|ELISPOT	ELISPOT assay measuring epitope specific tumor necrosis factor production by T cells	A T cell epitope specific tumor necrosis factor production assay that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific tumor necrosis factor production by T cells	enzyme-linked immunospot assay										IEDB	IEDB				ELISPOT, cytokine release				
TCell	145	ELISPOT	IL-10 release		ELISPOT	OBI:1110170	IL-10 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-10 production by T cells	An assay of epitope specific interleukin-10 production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-10 production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
TCell	166	ELISPOT	IL-13 release		ELISPOT	OBI:1110171	IL-13 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-13 production by T cells	An assay of epitope specific interleukin-13 production by T cells that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-13 production by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT, cytokine release				
TCell	53	ICS	IFNg release		ICS	OBI:1110172	IFNg release|ICS	intracellular cytokine staining assay measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	55	ICS	IL-2 release		ICS	OBI:1110173	IL-2 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-2 production by T cells	An assay of epitope specific interleukin-2 production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-2 production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	337	ICS	TNFa release		ICS	OBI:1110174	TNFa release|ICS	intracellular cytokine staining assay measuring epitope specific tumor necrosis factor production by T cells	A T cell epitope specific tumor necrosis factor production assay that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific tumor necrosis factor production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	210	ICS	IL-4 release		ICS	OBI:1110175	IL-4 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	343	ICS	IL-10 release		ICS	OBI:1110177	IL-10 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-10 production by T cells	An assay of epitope specific interleukin-10 production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-10 production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	344	ICS	IL-17 release		ICS	OBI:1110178	IL-17 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-17 production by T cells	An assay of epitope specific interleukin-17 production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-17 production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
