Accession	IEDB Disease ID	Disease Name																								
DOID:7236	3266	pancreatic invasive mucinous cystadenocarcinoma																								
DOID:7718	3267	osteoclast-like giant cell neoplasm of the pancreas																								
DOID:7685	3268	pancreatic non-invasive intraductal papillary-mucinous carcinoma																								
DOID:0060080	3269	Her2-receptor negative breast cancer																								
DOID:6742	3270	synchronous bilateral breast carcinoma																								
DOID:5605	3271	breast medullary carcinoma																								
DOID:7460	3272	spindle cell variant squamous cell breast carcinoma																								
DOID:7578	3273	breast scirrhous carcinoma																								
DOID:5658	3274	lipid-rich carcinoma																								
DOID:7076	3275	lipid-rich breast carcinoma																								
DOID:4060	3276	breast rhabdomyosarcoma																								
DOID:7996	3277	familial glomangioma																								
DOID:6048	3278	telangiectatic glomangioma																								
DOID:5740	3279	small intestinal vasoactive intestinal peptide producing tumor																								
DOID:0050904	3280	salivary gland carcinoma																								
DOID:4681	3281	bile duct mucoepidermoid carcinoma																								
DOID:4678	3282	thymus mucoepidermoid carcinoma																								
DOID:8635	3283	uvula cancer																								
DOID:8663	3284	aryepiglottic fold cancer																								
DOID:8556	3285	vallecula cancer																								
DOID:8292	3286	atypical follicular adenoma																								
DOID:10187	3287	esophageal lipoma																								
DOID:5384	3288	bile duct cystadenoma																								
DOID:5468	3289	biliary papillomatosis																								
DOID:7752	3290	extrahepatic biliary papillomatosis																								
DOID:907	3291	liver fibroma																								
DOID:1107	3292	esophageal carcinoma																								
DOID:7941	3293	Barrett's adenocarcinoma																								
DOID:5694	3294	esophagus liposarcoma																								
DOID:5628	3295	ampulla of Vater adenosquamous carcinoma																								
DOID:7221	3296	gallbladder papillary carcinoma																								
DOID:5150	3297	neurofibroma of gallbladder																								
DOID:0070328	3298	adult hepatocellular carcinoma																								
DOID:8151	3299	appendiceal L-cell glucagon-like peptide producing tumor																								
DOID:6126	3300	anal canal carcinoma																								
DOID:7708	3301	perianal skin Paget's disease																								
DOID:6804	3302	colon Kaposi sarcoma																								
DOID:1996	3303	rectum adenocarcinoma																								
DOID:1992	3304	rectum malignant melanoma																								
DOID:5777	3305	rectum neuroendocrine neoplasm																								
DOID:6190	3306	rectum Kaposi's sarcoma																								
DOID:10021	3307	duodenum cancer																								
DOID:5602	3308	T-cell adult acute lymphocytic leukemia																								
DOID:1703	3309	Richter's syndrome																								
DOID:285	3310	hairy cell leukemia																								
DOID:9254	3311	mast-cell leukemia																								
DOID:0080630	3312	B-lymphoblastic leukemia/lymphoma																								
DOID:0080644	3313	B-lymphoblastic leukemia/lymphoma KMT2A rearranged																								
DOID:6759	3314	bone lymphoma																								
DOID:5635	3315	gastric adenosquamous carcinoma																								
DOID:6552	3316	gastric small cell carcinoma																								
DOID:9547	3317	non-secretory myeloma																								
DOID:8106	3318	cellular phase chronic idiopathic myelofibrosis																								
DOID:0080164	3319	myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1																								
DOID:3282	3320	dendritic cell thymoma																								
DOID:0080188	3321	chronic myelomonocytic leukemia																								
DOID:172	3322	clear cell acanthoma																								
DOID:6944	3323	vulvar seborrheic keratosis																								
DOID:3178	3324	skin papilloma																								
DOID:2079	3325	eccrine mixed tumor of skin																								
DOID:5274	3326	malignant dermis tumor																								
DOID:5042	3327	malignant granular cell myoblastoma																								
DOID:4839	3328	sebaceous adenocarcinoma																								
DOID:6758	3329	chest wall lymphoma																								
DOID:8043	3330	chest wall parachordoma																								
DOID:6903	3331	eye lymphoma																								
DOID:775	3332	intraocular lymphoma																								
DOID:0050748	3333	marginal zone B-cell lymphoma																								
DOID:0080211	3334	nodal marginal zone lymphoma																								
DOID:0050744	3335	anaplastic large cell lymphoma																								
DOID:0070333	3336	breast implant-associated anaplastic large cell lymphoma																								
DOID:12253	3337	testicular lymphoma																								
DOID:0080618	3338	lymph node carcinoma																								
DOID:672	3339	spleen cancer																								
DOID:709	3340	splenic manifestation of hairy cell leukemia																								
DOID:7599	3341	lymphoepithelioma-like thymic carcinoma																								
DOID:3278	3342	encapsulated thymoma																								
DOID:7214	3343	noninvasive malignant thymoma																								
DOID:4202	3344	brain stem glioma																								
DOID:4813	3345	adult brain stem glioma																								
DOID:4812	3346	adult brainstem gliosarcoma																								
DOID:4855	3347	diencephalic astrocytoma																								
DOID:3186	3348	adult oligodendroglioma																								
DOID:4991	3349	optic nerve astrocytoma																								
DOID:6575	3350	childhood optic tract astrocytoma																								
DOID:6811	3351	juvenile pilocytic astrocytoma																								
DOID:9987	3352	orbit sarcoma																								
DOID:4435	3353	cavernous sinus meningioma																								
DOID:7095	3354	pediatric epithelioid sarcoma																								
DOID:4957	3355	meninges hemangiopericytoma																								
DOID:4302	3356	cystic basal cell carcinoma																								
DOID:2095	3357	sweat gland cancer																								
DOID:7566	3358	eccrine porocarcinoma																								
DOID:3369	3359	Ewing sarcoma																								
DOID:7297	3360	childhood extraosseous osteosarcoma																								
DOID:3361	3361	pediatric osteosarcoma																								
DOID:1862	3362	jaw cancer																								
DOID:4618	3363	maxillary cancer																								
DOID:10149	3364	long bones of lower limb cancer																								
DOID:7656	3365	adult infiltrating astrocytic neoplasm																								
DOID:7008	3366	protoplasmic astrocytoma																								
DOID:2705	3367	malignant giant cell tumor																								
DOID:2668	3368	mesenchymoma																								
DOID:4136	3369	myxosarcoma																								
DOID:5158	3370	pleural cancer																								
DOID:7474	3371	malignant pleural mesothelioma																								
DOID:2706	3372	synovium cancer																								
DOID:4045	3373	muscle cancer																								
DOID:4043	3374	skeletal muscle cancer																								
DOID:3255	3375	botryoid rhabdomyosarcoma																								
DOID:3260	3376	spindle cell rhabdomyosarcoma																								
DOID:7463	3377	childhood pleomorphic rhabdomyosarcoma																								
